證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"2444","兆勁","950000","13048850","14.00","14.10","13.20","13.65","-0.5000","391"
"2449","京元電子","5503000","194321450","35.75","35.75","34.90","35.10","-0.6500","3131"
"2450","神腦","66000","2048500","31.10","31.15","30.90","30.95","-0.1500","34"
"2451","創見","283000","18809700","66.50","66.80","66.20","66.80","-0.4000","209"
"2453","凌群","98000","2446400","25.00","25.15","24.80","24.90","-0.3500","74"
"2454","聯發科","5227000","3759515000","717.00","728.00","713.00","716.00","-9.0000","3732"
"2455","全新","2616000","191428200","74.50","75.00","72.00","72.20","-2.8000","1831"
"2457","飛宏","9230000","371861000","41.30","41.30","39.50","39.75","-1.9000","4905"
"2458","義隆","1736000","152575000","89.10","89.30","87.10","87.60","-1.5000","1196"
"2459","敦吉","48000","2513300","52.50","52.60","52.00","52.60","-0.1000","45"
"2460","建通","353000","6117450","17.55","17.85","17.05","17.25","-0.4500","203"
"2461","光群雷","428000","8114650","19.00","19.20","18.70","18.75","-0.2000","218"
"2462","良得電","186000","5160500","27.75","28.00","27.60","27.60","-0.3500","114"
"2464","盟立","113000","4258000","37.80","38.00","37.55","37.65","-0.0500","92"
"2465","麗臺","1381000","51258800","38.00","38.00","36.40","36.85","-0.8000","921"
"2466","冠西電","60000","2101900","35.35","35.40","34.35","34.40","0.0000","42"
"2467","志聖","60000","2712350","45.40","45.40","45.05","45.40","-0.1000","57"
"2468","華經","3377000","101333850","30.35","31.00","29.35","29.50","-0.8500","1971"
"2471","資通","101000","2790000","27.55","27.80","27.45","27.60","0.0500","79"
"2472","立隆電","255000","14329100","56.70","57.20","55.60","55.80","-0.8000","200"
"2474","可成","5338000","941589500","176.50","178.00","174.00","176.50","1.5000","2885"
"2476","鉅祥","1419000","67919150","48.40","48.65","47.40","47.90","-0.5000","798"
"2477","美隆電","115000","2374150","20.75","20.80","20.55","20.80","-0.1500","92"
"2478","大毅","183000","8284650","45.65","46.00","44.80","45.10","-0.5500","142"
"2480","敦陽科","124000","10082000","82.00","82.00","81.00","81.10","-0.5000","102"
"2481","強茂","3391000","212597400","62.70","64.20","61.80","62.10","-1.4000","2251"
"2482","連宇","3180000","83268400","26.70","26.70","25.50","26.35","-0.2000","1283"
"2483","百容","646000","16371500","25.90","25.90","25.00","25.10","-0.8500","399"
"2484","希華","1668000","60663000","36.70","37.10","35.90","35.90","-0.8000","1029"
"2485","兆赫","713000","12765850","18.15","18.30","17.70","17.70","-0.4500","351"
"2486","一詮","13801000","334820500","25.20","25.65","23.35","23.45","-2.1000","5477"
"2488","漢平","117000","3394100","29.15","29.15","28.90","29.00","-0.1500","93"
"2489","瑞軒","2073000","20790990","10.10","10.15","9.97","10.00","-0.1500","741"
"2491","吉祥全","46000","576450","12.50","12.55","12.50","12.50","-0.2000","32"
"2492","華新科","2161000","181402000","85.20","85.80","82.90","83.40","-2.4000","1327"
"2493","揚博","139000","5967450","42.80","43.20","42.70","42.90","0.0000","87"
"2495","普安","4397000","88928250","20.45","20.75","19.65","20.15","-0.2500","1806"
"2496","卓越","14000","659050","47.10","47.15","47.00","47.05","-0.1000","10"
"2497","怡利電","15606000","1319110000","88.00","88.00","81.80","82.00","-3.4000","9309"
"2498","宏達電","38561000","2281512800","60.80","60.90","57.70","58.00","-1.9000","18713"
"2501","國建","328000","5028200","15.30","15.40","15.30","15.30","0.0000","167"
"2504","國產","917000","22851850","25.00","25.15","24.75","25.00","0.0500","410"
"2505","國揚","132000","2498650","19.20","19.20","18.85","19.05","-0.1500","82"
"2506","太設","163000","1536580","9.45","9.47","9.41","9.41","-0.0400","70"
"2509","全坤建","42000","615900","14.90","14.90","14.55","14.55","-0.3500","24"
"2511","太子","300000","3188150","10.60","10.70","10.60","10.70","0.1000","153"
"2514","龍邦","343000","6129200","18.15","18.15","17.65","17.65","-0.4000","213"
"2515","中工","2240000","18369310","8.25","8.29","8.15","8.17","-0.0500","708"
"2516","新建","111000","554550","5.06","5.06","4.98","4.98","-0.0800","43"
"2520","冠德","1035000","28410650","27.75","27.80","27.20","27.50","-0.2500","587"
"2524","京城","22000","749850","34.15","34.15","34.00","34.00","-0.4500","20"
"2527","宏璟","60000","1287200","21.55","21.60","21.35","21.35","-0.2000","42"
"2528","皇普","154000","2480450","16.50","16.50","15.85","16.10","-0.3000","82"
"2530","華建","1251000","22449700","18.15","18.30","17.80","18.05","-0.0500","472"
"2534","宏盛","774000","19623350","25.35","25.55","25.15","25.55","0.4000","516"
"2535","達欣工","271000","8122000","30.10","30.10","29.90","29.95","-0.1500","198"
"2536","宏普","87000","1960750","22.55","22.60","22.50","22.60","-0.1000","69"
"2537","聯上發","562000","4018410","7.19","7.22","7.09","7.12","-0.0600","223"
"2538","基泰","473000","5726800","12.15","12.20","12.00","12.10","-0.1000","209"
"2539","櫻花建","287000","9121050","31.85","31.90","31.70","31.75","-0.1000","166"
"2540","愛山林","86000","6293200","72.90","73.70","72.00","73.50","0.0000","71"
"2542","興富發","6312000","278581300","43.70","44.45","43.55","44.35","0.4000","3361"
"2543","皇昌","88000","773860","8.79","8.84","8.71","8.83","-0.0100","38"
"2545","皇翔","250000","10472350","42.05","42.15","41.70","41.75","-0.3500","180"
"2546","根基","39000","1944000","50.00","50.00","49.65","49.70","-0.1500","22"
"2547","日勝生","3908000","36148680","9.15","9.34","9.10","9.24","0.1100","586"
"2548","華固","180000","15859100","87.70","88.50","87.60","88.20","0.5000","133"
"2597","潤弘","124000","14403500","116.00","117.50","115.00","117.00","0.5000","94"
"2601","益航","2478000","22168510","8.93","9.07","8.81","8.88","-0.0300","1191"
"2603","長榮","22701000","3446938500","151.00","154.50","149.50","151.50","-1.0000","9977"
"2605","新興","2524000","48302200","19.10","19.50","18.85","18.90","-0.2500","1082"
"2606","裕民","7273000","331148550","45.00","46.35","44.90","45.30","0.3000","4219"
"2607","榮運","2792000","77731200","27.95","28.30","27.55","27.70","-0.3000","1408"
"2608","嘉里大榮","165000","6131400","37.25","37.40","36.90","37.35","0.2000","130"
"2609","陽明","33556000","2057214100","61.50","62.30","60.70","60.90","-0.8000","16997"
"2610","華航","116173000","2234583900","19.00","19.50","18.80","19.30","0.3500","29461"
"2611","志信","1458000","20162350","13.90","14.30","13.50","13.60","-0.2000","685"
"2612","中航","363000","13006250","36.00","36.60","35.00","35.55","-0.4500","278"
"2613","中櫃","479000","10735600","22.45","23.00","22.05","22.25","0.0000","255"
"2614","東森","33603000","767378050","23.20","23.20","22.40","22.75","-1.0000","10473"
"2615","萬海","12708000","887746800","70.50","71.50","68.60","69.10","-1.5000","7388"
"2616","山隆","32000","1032900","32.40","32.40","32.25","32.25","-0.1500","24"
"2617","台航","998000","25672400","25.85","26.15","25.40","25.65","-0.2000","506"
"2618","長榮航","48140000","1343203550","27.75","28.30","27.35","28.00","0.2000","14954"
"2630","亞航","74000","1263350","17.10","17.15","17.00","17.00","-0.1500","45"
"2633","台灣高鐵","3849000","108991250","28.30","28.45","28.20","28.30","0.0000","818"
"2634","漢翔","40215000","1438280350","36.30","37.00","34.35","35.85","0.2500","16956"
"2636","台驊投控","1870000","139594600","74.40","75.90","73.80","74.00","-0.5000","610"
"2637","慧洋-KY","10012000","591175900","58.20","60.40","58.10","58.20","0.3000","6083"
"2642","宅配通","186000","8714200","47.00","47.45","46.10","46.65","-0.8000","153"
"2701","萬企","41000","499700","12.30","12.30","12.15","12.15","-0.1000","26"
"2702","華園","624000","14121150","22.80","23.10","22.15","22.70","-0.0500","300"
"2704","國賓","59000","1837350","31.20","31.25","31.05","31.20","-0.1500","32"
"2705","六福","170000","2805800","16.60","16.60","16.35","16.55","0.0000","108"
"2706","第一店","253000","3604950","14.30","14.30","14.15","14.30","0.0000","71"
"2707","晶華","1676000","417412000","252.00","252.00","245.00","250.00","-4.0000","1276"
"2712","遠雄來","17000","556850","33.40","33.40","32.50","32.90","-0.1000","14"
"2722","夏都","146000","5114200","34.90","35.50","34.40","35.00","0.2000","100"
"2723","美食-KY","2971000","402616000","137.00","137.50","133.00","136.00","-1.5000","1832"
"2727","王品","839000","136998000","165.00","165.50","161.00","163.50","-2.5000","669"
"2731","雄獅","844000","83847600","99.20","101.00","97.20","99.20","0.2000","613"
"2739","寒舍","35000","1004050","29.00","29.00","28.50","28.95","-0.0500","33"
"2748","雲品","1644000","92746200","56.80","58.70","54.80","55.30","-1.1000","1223"
"2753","八方雲集","1005000","210510500","211.50","214.00","204.00","209.50","-3.0000","750"
"2801","彰銀","19452000","339742950","17.35","17.55","17.20","17.50","0.3000","2464"
"2809","京城銀","1217000","42089000","34.40","34.80","34.25","34.75","0.5000","1063"
"2812","台中銀","3576000","46680050","13.05","13.10","13.00","13.00","0.0000","875"
"2816","旺旺保","26000","403200","15.45","15.55","15.45","15.50","-0.0500","13"
"2820","華票","388000","5735400","14.80","14.85","14.75","14.75","-0.0500","247"
"2832","台產","210000","4306250","20.50","20.60","20.45","20.50","-0.1000","92"
"2834","臺企銀","70857000","921556150","12.85","13.10","12.80","13.05","0.2000","9034"
"2836","高雄銀","433000","5466100","12.55","12.75","12.55","12.60","0.0500","238"
"2836A","高雄銀甲特","","","","","","","0.0000",""
"2838","聯邦銀","940000","15107100","16.00","16.20","15.95","16.15","0.2500","298"
"2838A","聯邦銀甲特","38000","1944100","51.10","51.20","51.00","51.20","0.1000","16"
"2845","遠東銀","4215000","46091350","10.90","11.00","10.85","10.90","0.0000","795"
"2849","安泰銀","53000","775700","14.75","14.75","14.60","14.60","-0.1500","30"
"2850","新產","93000","4541100","48.80","49.25","48.55","48.85","-0.1000","67"
"2851","中再保","736000","14001200","19.10","19.15","18.95","19.00","-0.1500","322"
"2852","第一保","115000","1821150","15.90","15.90","15.80","15.80","-0.1000","56"
"2855","統一證","824000","13441550","16.25","16.45","16.20","16.30","-0.2000","427"
"2867","三商壽","21135000","129504230","6.04","6.18","6.03","6.12","0.0800","3299"
"2880","華南金","14159000","319111550","22.10","22.65","22.05","22.60","0.5500","3131"
"2881","富邦金","12440000","725620500","58.00","58.80","57.80","58.20","-0.2000","5276"
"2881A","富邦特","82000","4984500","60.80","60.90","60.60","60.80","0.0000","32"
"2881B","富邦金乙特","16000","921700","57.70","57.70","57.50","57.70","0.2000","9"
"2881C","富邦金丙特","2000","109700","54.70","55.00","54.70","55.00","0.3000","2"
"2882","國泰金","31906000","1326669650","41.40","42.10","41.25","41.40","0.0000","9424"
"2882A","國泰特","148000","8358100","56.50","56.50","56.40","56.50","0.0000","71"
"2882B","國泰金乙特","106000","5840300","55.20","55.30","55.00","55.20","-0.2000","50"
"2883","開發金","37678000","494421400","12.95","13.30","12.95","13.05","-0.1000","6441"
"2883B","開發金乙特","1813000","13821660","7.62","7.64","7.61","7.63","0.0000","181"
"2884","玉山金","34207000","834080900","24.20","24.50","24.05","24.40","0.2000","6535"
"2885","元大金","19278000","434613400","22.35","22.65","22.30","22.60","0.1000","4155"
"2886","兆豐金","17855000","554035100","30.90","31.25","30.85","30.95","0.0000","4249"
"2887","台新金","20848000","313531850","14.70","15.15","14.70","15.10","0.4500","4702"
"2887E","台新戊特","90000","4509100","50.10","50.30","50.00","50.10","0.0000","28"
"2887F","台新戊特二","128000","5850350","46.00","46.00","45.10","45.50","-0.5000","70"
"2887Z1","台新己特","5368000","86979850","16.45","16.50","16.20","16.45","0.0000","73"
"2888","新光金","24631000","216333230","8.74","8.84","8.71","8.77","0.0000","3270"
"2888A","新光金甲特","62000","2207000","35.75","35.75","35.55","35.75","0.0500","59"
"2888B","新光金乙特","100000","3578900","35.75","35.80","35.75","35.80","0.0500","41"
"2889","國票金","11175000","127402300","11.35","11.50","11.35","11.40","0.0500","1487"
"2890","永豐金","26526000","476218200","17.95","18.05","17.80","17.90","0.0500","6053"
"2891","中信金","64098000","1476529500","22.45","23.20","22.45","23.05","0.6500","16938"
"2891B","中信金乙特","37000","2182000","58.90","59.20","58.70","59.20","0.1000","31"
"2891C","中信金丙特","13000","755600","58.10","58.50","58.00","58.50","0.0000","9"
"2892","第一金","18216000","477961750","26.00","26.45","25.90","26.15","0.2500","4471"
"2897","王道銀行","1729000","14726360","8.50","8.55","8.47","8.50","0.0100","418"
"2897A","王道銀甲特","6000","60000","10.00","10.00","10.00","10.00","0.0200","2"
"2901","欣欣","59000","1396050","23.75","23.75","23.45","23.50","-0.2500","25"
"2903","遠百","443000","8922050","20.10","20.20","20.05","20.20","0.1000","211"
"2904","匯僑","17000","337150","19.90","19.95","19.70","19.85","-0.1000","16"
"2905","三商","573000","8901600","15.55","15.75","15.40","15.50","-0.0500","292"
"2906","高林","2372000","42189600","17.95","18.20","17.35","17.60","-0.2500","1014"
"2908","特力","41000","819100","20.00","20.05","19.90","19.90","-0.1000","29"
"2910","統領","16000","528450","33.30","33.30","32.95","32.95","-0.3500","13"
"2911","麗嬰房","213000","1374390","6.41","6.55","6.40","6.55","0.1400","101"
"2912","統一超","1777000","479109500","265.00","272.00","265.00","271.00","6.0000","1165"
"2913","農林","5247000","126772150","23.65","24.50","23.65","23.75","0.2500","2464"
"2915","潤泰全","7507000","534891700","70.00","72.50","69.70","71.30","1.3000","4780"
"2923","鼎固-KY","3000","68200","22.70","22.80","22.70","22.80","0.1000","3"
"2929","淘帝-KY","8586000","116193850","12.65","13.85","12.65","12.95","0.3500","2464"
"2939","凱羿-KY","270000","10841800","39.80","40.70","39.70","39.95","0.2000","170"
"2945","三商家購","108000","4918900","43.80","46.50","43.80","46.05","2.9500","88"
"3002","歐格","103000","1231750","12.00","12.15","11.85","12.00","0.0000","72"
"3003","健和興","536000","38757100","72.70","73.50","71.60","72.00","-1.0000","400"
"3004","豐達科","288000","20336800","69.30","72.50","69.30","70.50","0.0000","167"
"3005","神基","1751000","73673550","42.45","42.55","41.70","42.15","-0.3000","781"
"3006","晶豪科","7112000","502268400","71.90","72.20","69.50","69.50","-3.0000","4675"
"3008","大立光","794000","1811530000","2290.00","2320.00","2250.00","2260.00","-30.0000","727"
"3010","華立","262000","22504200","86.00","86.50","85.00","86.20","-0.5000","199"
"3011","今皓","271000","4356400","16.15","16.35","15.95","15.95","-0.2500","120"
"3013","晟銘電","367000","5901000","16.25","16.40","15.80","16.05","-0.1500","250"
"3014","聯陽","435000","30509400","70.40","71.40","69.50","69.70","-1.4000","327"
"3015","全漢","84000","3229300","38.45","38.70","38.25","38.50","-0.3000","73"
"3016","嘉晶","823000","63840800","78.70","79.50","76.50","76.50","-2.5000","668"
"3017","奇鋐","20582000","2389082000","124.00","124.50","112.00","112.50","-11.5000","10655"
"3019","亞光","925000","59220200","64.00","65.10","63.00","63.30","-1.1000","680"
"3021","鴻名","378000","7675450","20.60","20.80","20.10","20.20","-0.6000","241"
"3022","威強電","2288000","171575200","75.50","76.40","73.70","74.90","-1.1000","1490"
"3023","信邦","378000","101854500","274.50","274.50","268.00","268.00","-5.5000","318"
"3024","憶聲","2748000","37836650","13.50","14.05","13.45","13.70","0.2500","754"
"3025","星通","3316000","74309400","23.30","23.30","22.15","22.15","-2.4500","1539"
"3026","禾伸堂","339000","30234100","90.50","90.50","88.20","88.80","-2.0000","268"
"3027","盛達","31277000","1083640750","34.30","36.00","33.40","34.45","0.5500","14750"
"3028","增你強","207000","5846000","28.20","28.45","28.10","28.35","-0.1000","168"
"3029","零壹","141000","5639250","40.00","40.20","39.80","39.95","-0.1000","117"
"3030","德律","705000","46159300","65.50","66.00","65.20","65.20","-0.8000","365"
"3031","佰鴻","67000","1049800","15.70","15.85","15.50","15.55","-0.1500","46"
"3032","偉訓","106000","3104700","29.30","29.40","29.15","29.25","-0.2500","61"
"3033","威健","1354000","36022100","26.70","26.90","26.45","26.55","-0.3000","778"
"3034","聯詠","9454000","2852362500","296.00","305.00","296.00","305.00","6.5000","7122"
"3035","智原","13999000","2406148000","175.50","176.50","167.00","170.00","-5.5000","9504"
"3036","文曄","1300000","81222900","62.70","62.90","62.10","62.30","-0.2000","870"
"3036A","文曄甲特","22000","1055450","47.95","48.00","47.90","47.90","-0.0500","12"
"3037","欣興","65956000","10154472000","161.50","161.50","149.50","150.00","-13.0000","36597"
"3038","全台","1527000","31299100","20.75","20.80","20.30","20.45","-0.3000","592"
"3040","遠見","8000","238250","30.10","30.10","29.60","29.65","-0.4000","8"
"3041","揚智","847000","17880350","21.35","21.60","20.85","20.90","-0.5500","386"
"3042","晶技","1033000","85615900","82.50","83.40","82.00","83.30","0.3000","666"
"3043","科風","1302000","8701340","6.70","6.81","6.60","6.64","0.1200","310"
"3044","健鼎","1021000","98585800","96.30","97.30","96.10","96.70","0.4000","692"
"3045","台灣大","3884000","368753200","93.80","95.40","93.60","95.40","1.9000","1861"
"3046","建碁","4329000","234952800","56.20","56.30","52.60","52.80","-3.0000","2694"
"3047","訊舟","7741000","132297150","17.35","17.50","16.80","17.00","-0.3500","2828"
"3048","益登","386000","10751650","28.15","28.15","27.75","27.80","-0.3500","273"
"3049","和鑫","1837000","17603920","9.65","9.76","9.46","9.51","-0.1500","735"
"3050","鈺德","1164000","19269200","16.80","16.80","16.45","16.60","-0.3500","362"
"3051","力特","1495000","28870950","19.50","19.95","19.00","19.05","-0.9500","708"
"3052","夆典","149000","1543900","10.35","10.40","10.30","10.40","0.0500","37"
"3054","立萬利","21000","401250","19.10","19.30","19.05","19.30","-0.1500","13"
"3055","蔚華科","77000","1916200","25.00","25.00","24.80","24.80","-0.2500","51"
"3056","總太","796000","24708000","31.15","31.35","30.75","31.00","-0.1500","456"
"3057","喬鼎","67000","678650","10.15","10.20","10.10","10.15","-0.0500","46"
"3058","立德","141000","1419350","10.15","10.20","10.00","10.10","0.0000","106"
"3059","華晶科","2802000","102107100","36.75","37.35","35.80","35.85","-0.9500","1633"
"3060","銘異","102000","1737150","17.05","17.30","16.90","17.10","0.0000","78"
"3062","建漢","22205000","583422800","25.55","27.00","25.40","26.10","0.4000","10972"
"3090","日電貿","473000","24242200","51.70","51.90","50.90","51.00","-0.7000","296"
"3092","鴻碩","1061000","41428550","38.20","39.90","38.20","38.30","0.2000","687"
"3094","聯傑","227000","5857150","26.15","26.50","25.35","25.60","-0.6000","161"
"3130","一零四","1000","200500","200.50","200.50","200.50","200.50","-0.5000","1"
"3138","耀登","500000","70993000","144.50","147.00","138.50","138.50","-4.5000","437"
"3149","正達","2427000","49300400","20.60","21.00","19.85","20.05","-0.7000","1133"
"3164","景岳","283000","6715000","23.25","24.25","23.10","23.90","0.8000","205"
"3167","大量","33000","1419800","43.80","43.80","42.85","42.95","-0.6000","20"
"3189","景碩","36841000","4589124000","129.00","129.00","121.50","121.50","-13.0000","22564"
"3209","全科","717000","25314650","35.50","35.55","35.00","35.15","-0.5000","427"
"3229","晟鈦","38000","734800","19.20","19.40","19.20","19.25","-0.1500","17"
"3231","緯創","8063000","219648850","27.40","27.40","27.10","27.30","-0.2000","3924"
"3257","虹冠電","58000","2441600","41.85","43.25","41.80","41.90","-0.2000","46"
"3266","昇陽","40000","476300","11.90","11.95","11.90","11.90","-0.0500","15"
"3296","勝德","690000","11238250","16.20","16.55","16.00","16.35","0.2000","325"
"3305","昇貿","432000","17959550","41.95","42.40","41.10","41.25","-0.9500","287"
"3308","聯德","48000","669900","13.85","14.00","13.85","14.00","0.1500","27"
"3311","閎暉","21000","699750","33.40","33.40","33.30","33.30","-0.1000","18"
"3312","弘憶股","263000","4792100","18.35","18.40","18.10","18.15","-0.2500","138"
"3321","同泰","174000","1515620","9.00","9.00","8.53","8.54","-0.4600","117"
"3338","泰碩","170000","5825200","34.30","35.30","34.00","34.00","-0.9500","122"
"3346","麗清","2365000","86092350","36.30","37.60","35.25","35.85","-0.5000","1443"
"3356","奇偶","10563000","489718050","46.15","47.80","45.15","45.15","-1.1000","6684"
"3376","新日興","229000","19058600","83.10","83.60","82.80","83.20","-0.2000","176"
"3380","明泰","1910000","59466800","31.60","31.75","30.65","30.65","-0.7000","1095"
"3406","玉晶光","3094000","1195505000","388.00","393.50","381.50","383.00","-11.5000","2489"
"3413","京鼎","693000","134613000","193.00","197.50","191.00","192.00","-0.5000","539"
"3416","融程電","82000","6703800","82.20","82.20","81.10","82.10","-0.2000","73"
"3419","譁裕","4712000","93626700","19.80","20.70","19.15","19.15","-0.7000","2263"
"3432","台端","859000","18249100","21.50","21.75","20.80","21.00","-0.5000","469"
"3437","榮創","159000","2771150","17.55","17.65","17.25","17.35","-0.1500","100"
"3443","創意","6098000","4595477000","767.00","769.00","741.00","742.00","-22.0000","4877"
"3450","聯鈞","252000","9827350","39.10","39.65","38.60","38.65","-0.8000","189"
"3454","晶睿","17157000","3677392000","210.00","221.50","207.50","210.00","0.5000","12447"
"3481","群創","49149000","593715950","12.20","12.25","11.95","11.95","-0.3000","9601"
"3494","誠研","2069000","20986980","9.97","10.60","9.64","10.60","0.6200","886"
"3501","維熹","890000","45355100","52.00","52.00","50.00","50.00","-1.8000","608"
"3504","揚明光","1888000","166551500","89.90","90.50","86.40","86.40","-2.8000","1433"
"3515","華擎","1430000","178819000","125.50","128.00","122.50","125.00","-2.5000","962"
"3518","柏騰","246000","5415550","22.85","22.85","21.40","21.75","-0.7000","133"
"3528","安馳","15000","747800","49.75","49.90","49.75","49.85","0.0000","10"
"3530","晶相光","191000","14816100","79.80","79.80","76.00","76.90","-2.4000","148"
"3532","台勝科","2129000","328472500","157.50","158.50","152.00","152.00","-5.0000","1510"
"3533","嘉澤","308000","264935000","870.00","870.00","852.00","857.00","-13.0000","296"
"3535","晶彩科","2343000","60746050","26.40","26.80","25.40","25.40","-0.9000","1150"
"3536","誠創","146000","584780","3.96","4.10","3.96","4.10","0.2000","32"
"3543","州巧","40000","786500","19.85","19.85","19.45","19.55","-0.2500","21"
"3545","敦泰","3104000","201918600","65.80","67.00","64.00","64.30","-1.8000","1962"
"3550","聯穎","114000","1590300","14.15","14.15","13.80","13.95","-0.2000","79"
"3557","嘉威","42000","2069850","49.50","49.50","49.05","49.05","-0.1500","32"
"3563","牧德","103000","14284000","140.50","141.50","137.00","137.00","-3.5000","89"
"3576","聯合再生","7015000","145091950","20.85","20.90","20.50","20.60","-0.2500","2752"
"3583","辛耘","2252000","176863100","78.20","80.90","76.00","76.00","-1.2000","1672"
"3588","通嘉","792000","48583900","62.80","63.00","60.20","60.30","-3.0000","608"
"3591","艾笛森","410000","6819800","16.80","17.10","16.35","16.35","-0.4500","224"
"3592","瑞鼎","656000","198148000","300.00","307.50","296.00","300.50","0.0000","593"
"3593","力銘","5000","68800","13.85","13.85","13.70","13.80","-0.0500","4"
"3596","智易","1975000","207899500","106.00","106.50","103.50","105.50","0.5000","1361"
"3605","宏致","364000","12185750","33.65","34.00","33.10","33.20","-0.8000","230"
"3607","谷崧","106000","1293150","12.25","12.30","12.15","12.20","-0.1500","76"
"3617","碩天","1955000","214099500","113.50","113.50","107.00","107.00","-6.5000","1325"
"3622","洋華","152000","4176000","27.70","27.80","27.15","27.45","-0.2500","115"
"3645","達邁","654000","21884650","33.80","34.25","32.95","33.45","-0.4500","326"
"3652","精聯","143000","3358300","23.35","23.95","23.00","23.50","-0.1500","90"
"3653","健策","1186000","457884000","390.00","391.50","379.00","389.00","0.0000","1057"
"3661","世芯-KY","4999000","4362869000","895.00","895.00","857.00","858.00","-36.0000","4282"
"3665","貿聯-KY","3024000","790596500","264.50","267.00","257.50","259.50","-6.0000","2347"
"3669","圓展","188000","8109950","43.20","44.00","42.60","42.90","-0.4000","142"
"3673","TPK-KY","1012000","30909150","30.70","31.00","30.25","30.45","-0.3500","527"
"3679","新至陞","81000","7836700","97.30","98.10","95.00","95.50","-2.5000","71"
"3682","亞太電","1481000","9069400","6.13","6.16","6.10","6.12","-0.0100","393"
"3686","達能","182000","2303500","12.60","12.80","12.50","12.60","0.0000","105"
"3694","海華","340000","7117550","21.60","21.60","20.60","20.75","-0.6000","183"
"3701","大眾控","906000","37412750","42.70","42.70","40.20","40.65","-1.3500","576"
"3702","大聯大","2727000","128713600","47.25","47.50","47.00","47.15","-0.4000","1772"
"3702A","大聯大甲特","22000","1060200","48.25","48.25","48.15","48.25","0.0000","18"
"3703","欣陸","1288000","37961050","29.25","29.80","29.15","29.30","0.0500","712"
"3704","合勤控","3415000","108654950","32.15","32.70","31.35","31.45","-0.9000","1969"
"3705","永信","318000","12798600","40.35","40.50","40.00","40.15","-0.3000","180"
"3706","神達","2240000","65066500","29.25","29.40","28.80","29.00","-0.2000","950"
"3708","上緯投控","2338000","229783100","100.50","100.50","96.60","96.80","-3.2000","1686"
"3711","日月光投控","16004000","1590588900","99.70","100.50","98.40","99.00","-0.7000","5483"
"3712","永崴投控","184000","4924500","27.20","27.35","26.40","26.50","-0.7000","132"
"3714","富采","2632000","122264850","46.90","47.20","45.85","46.10","-1.0000","1551"
"3715","定穎投控","1133000","19665350","17.55","17.70","17.15","17.35","-0.2000","555"
"4104","佳醫","181000","11680900","64.60","65.00","64.20","64.40","-0.4000","127"
"4106","雃博","5231000","143928100","25.20","27.85","25.20","27.85","2.5000","2323"
"4108","懷特","247000","4679900","19.00","19.15","18.60","19.05","0.2500","129"
"4119","旭富","824000","79208500","94.10","97.50","94.10","96.50","2.3000","655"
"4133","亞諾法","1137000","43993900","37.70","39.40","37.65","38.30","0.3500","797"
"4137","麗豐-KY","2444000","487993000","203.00","204.50","192.00","198.00","-4.0000","1866"
"4142","國光生","1517000","55650150","36.60","37.20","36.25","36.50","-0.1000","802"
"4148","全宇生技-KY","488000","29592400","60.70","61.90","59.70","60.00","-0.1000","369"
"4155","訊映","613000","15664400","25.55","25.80","25.35","25.55","0.0500","240"
"4164","承業醫","1093000","50341950","45.55","46.65","45.45","45.80","0.2500","642"
"4190","佐登-KY","2993000","246156800","80.90","86.50","78.50","80.90","0.7000","2275"
"4306","炎洲","753000","11216700","14.85","15.05","14.80","14.85","0.0500","277"
"4426","利勤","889000","21899750","25.05","25.35","24.25","24.25","-0.9000","455"
"4438","廣越","180000","21724500","122.00","122.00","120.00","120.50","-1.5000","152"
"4439","冠星-KY","25000","2534000","101.50","101.50","101.00","101.50","0.0000","19"
"4440","宜新實業","46000","1550700","33.80","34.00","33.45","33.90","0.1500","36"
"4526","東台","111000","1621900","14.60","14.70","14.55","14.65","0.0500","49"
"4532","瑞智","350000","5769500","16.50","16.65","16.40","16.40","-0.1000","188"
"4536","拓凱","5039000","1022604000","195.00","209.50","194.00","201.00","6.0000","3646"
"4540","全球傳動","83000","3143950","39.45","39.45","37.20","37.65","-0.5000","74"
"4545","銘鈺","27000","752150","27.90","28.00","27.80","27.90","-0.2500","21"
"4551","智伸科","557000","85507500","156.00","156.00","151.00","153.00","-3.0000","443"
"4552","力達-KY","53000","1562350","29.40","29.70","29.40","29.40","-0.1000","37"
"4555","氣立","10000","504100","50.30","50.60","50.20","50.60","0.0000","9"
"4557","永新-KY","88000","8946500","102.00","103.00","101.00","101.00","-1.0000","77"
"4560","強信-KY","40000","1540900","38.85","38.85","38.35","38.50","-0.3000","32"
"4562","穎漢","119000","1891750","15.90","16.05","15.80","15.85","-0.2500","87"
"4564","元翎","183000","4576950","25.00","25.50","24.65","24.90","-0.2000","116"
"4566","時碩工業","1511000","82842900","55.80","56.40","54.00","54.30","-1.4000","854"
"4571","鈞興-KY","11000","830800","76.00","76.00","75.10","75.60","0.0000","11"
"4572","駐龍","904000","115587000","128.00","130.00","125.00","125.50","-0.5000","683"
"4576","大銀微系統","116000","8348400","73.10","74.50","70.50","71.60","-2.6000","105"
"4581","光隆精密-KY","3000","99950","33.30","33.35","33.30","33.30","0.1500","3"
"4583","台灣精銳","7000","1317000","188.50","188.50","188.00","188.00","-2.5000","6"
"4720","德淵","288000","4208800","14.70","14.85","14.40","14.40","-0.5000","162"
